序号,单词,词性,中文释义,释义状态,自动检查,来源义项ID,补充说明
1816,nurse,noun；verb,noun. 护士；保姆；verb. 护理；养育；怀有,AI初稿完成,通过,nurse%1:18:00::|nurse%1:18:01::|nurse%2:29:00::|nurse%2:37:00::,
1817,nut,noun,noun. 坚果；螺母；狂热者,AI初稿完成,通过,nut%1:20:00::|nut%1:06:00::|nut%1:23:00::|nut%1:18:02::,
1818,nutrition,noun,noun. 营养；营养物；营养学,AI初稿完成,通过,nutrition%1:22:00::|nutrition%1:13:00::|nutrition%1:09:00::,
1819,object,noun；verb,noun. 物体；目标；宾语；verb. 反对；提出异议,AI初稿完成,通过,object%1:03:00::|object%1:09:00::|object%1:10:00::|object%1:09:01::,动词义依据基础英语常用义补充。
1820,objective,noun；adjective,noun. 目标；目的；adjective. 客观的；真实的,AI初稿完成,通过,objective%3:00:00::|objective%3:01:00::|objective%5:00:00:real:00|objective%5:00:00:concrete:00,名词义依据基础英语常用义补充。
1821,observe,verb,verb. 观察；注意到；遵守；庆祝,AI初稿完成,通过,observe%2:39:02::|observe%2:32:00::|observe%2:39:01::|observe%2:39:00::,
1822,obtain,verb,verb. 获得；得到；存在；通行,AI初稿完成,通过,obtain%2:40:00::|obtain%2:30:00::|obtain%2:42:00::,
1823,obviously,adverb,adverb. 显然；明显地,AI初稿完成,通过,obviously%4:02:00::,
1824,occasion,noun；verb,noun. 场合；时机；特别事件；理由；verb. 引起,AI初稿完成,通过,occasion%1:11:00::|occasion%1:11:01::|occasion%1:16:00::|occasion%1:28:00::,动词义依据基础英语常用义补充。
1825,occupation,noun,noun. 职业；占用；占领；消遣,AI初稿完成,通过,occupation%1:04:00::|occupation%1:04:02::|occupation%1:04:04::|occupation%1:04:01::,
1826,occupy,verb,verb. 占据；占用；使忙碌；居住,AI初稿完成,通过,occupy%2:41:00::|occupy%2:42:00::|occupy%2:42:01::|occupy%2:42:04::,
1827,occur,verb,verb. 发生；出现；被想到,AI初稿完成,通过,occur%2:30:00::|occur%2:31:00::|occur%2:42:03::,
1828,ocean,noun,noun. 海洋；大量,AI初稿完成,通过,ocean%1:17:00::|ocean%1:23:00::,
1829,o’clock,adverb,adverb. ……点钟,AI初稿完成,通过,,OEWN无该拼写候选释义；依据基础英语时间表达原创整理。
1830,October,proper_noun,proper_noun. 十月,AI初稿完成,通过,october%1:28:00::,
1831,odd,adjective,adjective. 奇数的；奇怪的；零散的；大约的,AI初稿完成,通过,odd%3:00:00::|odd%5:00:00:unusual:00|odd%5:00:00:inexact:00|odd%5:00:00:strange:00,
1832,of,preposition,preposition. 属于；关于；由……组成；……的,AI初稿完成,通过,,OEWN无候选释义；依据基础英语功能词用法原创整理。
1833,off,adverb；preposition；adjective,adverb. 离开；停止；关闭；preposition. 从……离开；adjective. 关闭的；不新鲜的,AI初稿完成,通过,off%3:00:00::|off%5:00:00:unsatisfactory:00|off%3:00:02::|off%5:00:00:soured:00,副词和介词义依据基础英语常用义补充。
1834,offer,verb；noun,verb. 提供；提出；出价；noun. 提议；报价；优惠,AI初稿完成,通过,offer%1:10:01::|offer%1:10:00::|offer%1:04:01::|offer%2:40:02::,
1835,office,noun,noun. 办公室；办事处；职位；职责,AI初稿完成,通过,office%1:06:00::|office%1:14:01::|office%1:04:01::|office%1:26:00::,
1836,officer,noun,noun. 官员；军官；警官；高级职员,AI初稿完成,通过,officer%1:18:03::|officer%1:18:02::|officer%1:18:01::|officer%1:18:04::,
1837,official,adjective；noun,adjective. 官方的；正式的；经批准的；noun. 官员,AI初稿完成,通过,official%3:00:00::|official%3:01:00::|official%5:00:00:confirmed:00|official%5:00:00:regular:00,名词义依据基础英语常用义补充。
1838,often,adverb,adverb. 经常；常常,AI初稿完成,通过,often%4:02:00::|often%4:02:01::|often%4:02:02::,
1839,oil,noun；verb,noun. 油；石油；食用油；verb. 给……加油；涂油,AI初稿完成,通过,oil%1:27:00::|oil%1:06:01::|oil%1:27:01::|oil%1:13:00::,动词义依据基础英语常用义补充。
1840,OK,interjection；adjective；adverb；noun,interjection. 好的；可以；adjective. 可以的；不错的；adverb. 顺利地；noun. 同意,AI初稿完成,通过,ok%1:10:00::|ok%4:02:00::,形容词和感叹词义依据基础英语常用义补充。
1841,old,adjective,adjective. 老的；旧的；从前的；熟悉的,AI初稿完成,通过,old%3:00:02::|old%3:00:01::|old%5:00:00:familiar:00|old%5:00:00:experienced:00,
1842,Olympics,proper_noun,proper_noun. 奥林匹克运动会；奥运会,AI初稿完成,通过,olympics%1:11:00::,
1843,on,preposition；adverb；adjective,preposition. 在……上；关于；依靠；adverb. 继续；向前；adjective. 开启的；正在进行的,AI初稿完成,通过,on%3:00:00::|on%3:00:02::|on%4:02:00::|on%4:02:01::,介词义依据基础英语功能词用法补充。
1844,once,adverb；conjunction,adverb. 一次；曾经；conjunction. 一旦,AI初稿完成,通过,once%4:02:00::|once%4:02:02::|once%4:02:01::,连词义依据基础英语常用义补充。
1845,one,numeral；pronoun,numeral. 一；一个；pronoun. 一个人或事物,AI初稿完成,通过,one%5:00:00:cardinal:00|one%5:00:00:united:00|one%5:00:00:same:00|one%5:00:00:extraordinary:00,
1846,onion,noun,noun. 洋葱；葱头,AI初稿完成,通过,onion%1:20:02::|onion%1:20:00::|onion%1:13:00::,
1847,online,adjective；adverb,adjective. 在线的；联网的；adverb. 在线地,AI初稿完成,通过,online%3:00:02::|online%3:00:00::|online%5:00:00:current:00|online%4:02:03::,
1848,only,adjective；adverb,adjective. 唯一的；仅有的；adverb. 只；仅仅；不过,AI初稿完成,通过,only%5:00:00:single:05|only%5:00:00:exclusive:00|only%4:02:02::|only%4:02:01::,
1849,onto,preposition,preposition. 到……上面；朝向；对……有所察觉,AI初稿完成,通过,,OEWN无候选释义；依据基础英语功能词用法原创整理。
1850,open,adjective；verb；noun,adjective. 开着的；开放的；公开的；verb. 打开；开放；开始；noun. 户外；公开赛,AI初稿完成,通过,open%3:00:01::|open%3:00:02::|open%5:00:00:unprotected:00|open%5:00:00:public:00,动词和名词义依据基础英语常用义补充。
1851,opera,noun,noun. 歌剧；歌剧院,AI初稿完成,通过,opera%1:10:00::|opera%1:06:00::,
1852,operation,noun,noun. 操作；运转；手术；行动,AI初稿完成,通过,operation%1:26:00::|operation%1:04:06::|operation%1:04:03::|operation%1:22:00::,
1853,operator,noun,noun. 操作员；经营者；运算符；接线员,AI初稿完成,通过,operator%1:24:00::|operator%1:18:00::|operator%1:18:01::|operator%1:18:02::,
1854,opinion,noun,noun. 意见；看法；评价；判断,AI初稿完成,通过,opinion%1:09:00::|opinion%1:10:01::|opinion%1:09:01::|opinion%1:10:00::,
1855,opponent,noun；adjective,noun. 对手；反对者；adjective. 对立的,AI初稿完成,通过,opponent%5:00:00:hostile:01|opponent%1:18:02::|opponent%1:18:00::,
1856,opportunity,noun,noun. 机会；时机,AI初稿完成,通过,opportunity%1:26:00::,
1857,oppose,verb,verb. 反对；抵制；与……竞争,AI初稿完成,通过,oppose%2:32:01::|oppose%2:33:01::|oppose%2:42:00::|oppose%2:33:00::,
1858,opposite,adjective；noun；preposition；adverb,adjective. 相反的；对面的；noun. 相反的人或物；preposition. 在……对面；adverb. 在对面,AI初稿完成,通过,opposite%5:00:01:other:00|opposite%3:00:00::|opposite%5:00:02:other:00|opposite%5:00:00:other:00,其他词性义依据基础英语常用义补充。
1859,optimistic,adjective,adjective. 乐观的；抱有希望的,AI初稿完成,通过,optimistic%3:00:00::|optimistic%5:00:00:positive:01,
1860,option,noun,noun. 选择；选项；选择权,AI初稿完成,通过,option%1:21:00::|option%1:09:00::|option%1:04:00::,
1861,or,conjunction,conjunction. 或；或者；否则,AI初稿完成,通过,or%1:06:00::,OEWN候选为同形纹章术语；连词义依据基础英语语法原创整理。
1862,orange,noun；adjective,noun. 橙子；橙色；adjective. 橙色的,AI初稿完成,通过,orange%5:00:00:chromatic:00|orange%1:13:00::|orange%1:07:00::|orange%1:20:00::,
1863,orbit,noun；verb,noun. 轨道；活动范围；verb. 绕轨道运行,AI初稿完成,通过,orbit%1:15:00::|orbit%1:26:00::|orbit%1:07:00::|orbit%1:15:01::,动词义依据基础英语常用义补充。
1864,order,noun；verb,noun. 命令；顺序；订单；秩序；verb. 命令；订购；整理,AI初稿完成,通过,order%1:10:03::|order%1:07:01::|order%1:26:00::|order%1:14:00::,动词义依据基础英语常用义补充。
1865,ordinary,adjective；noun,adjective. 普通的；平常的；noun. 普通事物,AI初稿完成,通过,ordinary%3:00:00::|ordinary%5:00:02:common:01|ordinary%1:18:01::|ordinary%1:26:00::,
1866,organ,noun,noun. 器官；机构；风琴；传播工具,AI初稿完成,通过,organ%1:08:00::|organ%1:14:00::|organ%1:06:01::|organ%1:10:00::,
1867,organic,adjective；noun,adjective. 有机的；有机物的；自然形成的；noun. 有机物,AI初稿完成,通过,organic%3:00:01::|organic%3:00:02::|organic%3:00:00::|organic%5:00:00:wholesome:00,名词义依据基础英语常用义补充。
1868,organisation,noun,noun. 组织；机构；安排；组织性,AI初稿完成,通过,organisation%1:14:01::|organisation%1:14:00::|organisation%1:09:00::|organisation%1:07:00::,英式拼写。
1869,origin,noun,noun. 起源；来源；出身；原点,AI初稿完成,通过,origin%1:15:00::|origin%1:07:00::|origin%1:11:00::|origin%1:09:00::,
1870,original,adjective；noun,adjective. 最初的；原创的；原件的；noun. 原作；原件,AI初稿完成,通过,original%5:00:01:first:00|original%5:00:00:primary:00|original%3:00:00::|original%5:00:00:underived:00,名词义依据基础英语常用义补充。
1871,other,adjective；pronoun,adjective. 其他的；另一个的；pronoun. 其他人或事物,AI初稿完成,通过,other%3:00:00::|other%5:00:00:past:00|other%5:00:02:past:00|other%5:00:00:strange:00,代词义依据基础英语常用义补充。
1872,otherwise,adverb；adjective,adverb. 否则；在其他方面；以不同方式；adjective. 不同的,AI初稿完成,通过,otherwise%5:00:00:other:00|otherwise%4:02:01::|otherwise%4:02:03::,
1873,ought to,modal_verb,modal_verb. 应该；应当；本应,AI初稿完成,通过,,OEWN无该短语候选释义；依据基础英语情态表达原创整理。
1874,our,determiner,determiner. 我们的,AI初稿完成,通过,,OEWN无候选释义；依据基础英语物主限定词用法原创整理。
1875,ours,pronoun,pronoun. 我们的东西,AI初稿完成,通过,,OEWN无候选释义；依据基础英语物主代词用法原创整理。
1876,ourselves,pronoun,pronoun. 我们自己；我们亲自,AI初稿完成,通过,,OEWN无候选释义；依据基础英语反身代词用法原创整理。
1877,out,adverb；preposition；adjective；noun,adverb. 向外；在外；离开；preposition. 从……出来；adjective. 不在的；出局的；noun. 出路,AI初稿完成,通过,out%3:00:02::|out%5:00:00:dead:02|out%5:00:00:impossible:00|out%5:00:00:unsuccessful:00,副词、介词和名词义依据基础英语常用义补充。
1878,outcome,noun,noun. 结果；后果,AI初稿完成,通过,outcome%1:11:00::|outcome%1:19:00::,
1879,outgoing,adjective,adjective. 外向的；即将离任的；外出的,AI初稿完成,通过,outgoing%3:00:00::|outgoing%3:00:01::|outgoing%5:00:00:sociable:00,
1880,outline,noun；verb,noun. 轮廓；提纲；概要；verb. 概述；勾勒,AI初稿完成,通过,outline%1:15:00::|outline%1:10:00::|outline%1:09:00::|outline%2:32:00::,
1881,output,noun；verb,noun. 产出；输出；产量；verb. 输出,AI初稿完成,通过,output%1:06:00::|output%1:04:00::|output%1:10:02::|output%1:23:00::,动词义依据名词核心语义补充。
1882,outside,noun；adjective；adverb；preposition,noun. 外部；外面；adjective. 外部的；外界的；adverb. 在外面；preposition. 在……外面,AI初稿完成,通过,outside%3:00:00::|outside%5:00:00:extrinsic:00|outside%5:00:00:external:00|outside%3:00:04::,其他词性义依据基础英语常用义补充。
1883,outstanding,adjective,adjective. 杰出的；显著的；未解决的；未支付的,AI初稿完成,通过,outstanding%5:00:00:superior:02|outstanding%5:00:00:conspicuous:00|outstanding%5:00:00:unpaid:00|outstanding%5:00:00:important:00,
1884,over,preposition；adverb；adjective；noun,preposition. 在……上方；越过；遍及；adverb. 结束；翻转；再一次；adjective. 结束的；noun. 一轮投球,AI初稿完成,通过,over%5:00:01:finished:01|over%1:28:00::|over%4:02:01::|over%4:02:02::,介词义依据基础英语功能词用法补充。
1885,overall,adjective；adverb；noun,adjective. 全面的；总体的；adverb. 总的来说；noun. 工装裤,AI初稿完成,通过,overall%5:00:00:general:00|overall%5:00:00:gross:00|overall%1:06:00::|overall%1:06:02::,副词义依据基础英语常用义补充。
1886,overcome,verb,verb. 克服；战胜；使受不了,AI初稿完成,通过,overcome%2:33:03::|overcome%2:33:01::|overcome%2:37:00::|overcome%2:33:02::,
1887,overseas,adjective；adverb,adjective. 海外的；国外的；adverb. 在海外；到海外,AI初稿完成,通过,overseas%5:00:00:foreign:02|overseas%5:00:00:marine:00|overseas%4:02:00::|overseas%4:02:01::,
1888,owe,verb,verb. 欠；应给予；归因于,AI初稿完成,通过,owe%2:40:01::|owe%2:42:00::|owe%2:40:00::,
1889,own,adjective；verb,adjective. 自己的；verb. 拥有；承认,AI初稿完成,通过,own%5:00:00:personal:00|own%2:40:00::,“承认”依据基础英语常用义补充。
1890,oxygen,noun,noun. 氧；氧气,AI初稿完成,通过,oxygen%1:27:00::,
1891,pace,noun；verb,noun. 速度；步速；一步；verb. 踱步；调整速度,AI初稿完成,通过,pace%1:28:00::|pace%1:23:01::|pace%1:07:01::|pace%1:04:00::,动词义依据基础英语常用义补充。
1892,Pacific,proper_noun；adjective,proper_noun. 太平洋；adjective. 太平洋的；和平的,AI初稿完成,通过,pacific%3:01:00::,专名和“和平的”义依据通用地名及基础英语用法补充。
1893,pack,noun；verb,noun. 包；一包；一群；verb. 打包；挤满；包装,AI初稿完成,通过,pack%1:23:00::|pack%1:14:03::|pack%1:06:00::|pack%1:14:02::,动词义依据基础英语常用义补充。
1894,package,noun；verb,noun. 包裹；一揽子方案；软件包；verb. 包装；打包,AI初稿完成,通过,package%1:14:00::|package%1:06:00::|package%1:10:00::|package%2:35:00::,
1895,page,noun；verb,noun. 页；页面；一页内容；verb. 翻页；呼叫,AI初稿完成,通过,page%1:10:00::,排除人物低相关义项；动词义依据基础英语用法补充。
1896,pain,noun；verb,noun. 疼痛；痛苦；令人讨厌的人或事；verb. 使痛苦,AI初稿完成,通过,pain%1:26:00::|pain%1:12:00::|pain%1:09:00::|pain%1:09:01::,动词义依据名词核心语义补充。
1897,paint,noun；verb,noun. 油漆；颜料；verb. 绘画；涂漆；描绘,AI初稿完成,通过,paint%1:06:00::|paint%1:15:00::|paint%1:06:01::|paint%2:36:01::,
1898,pair,noun；verb,noun. 一双；一对；一对搭档；verb. 配对；成对,AI初稿完成,通过,pair%1:14:01::|pair%1:23:00::|pair%1:14:00::|pair%1:14:02::,动词义依据基础英语常用义补充。
1899,palace,noun,noun. 宫殿；王室；宏伟建筑,AI初稿完成,通过,palace%1:06:01::|palace%1:14:00::|palace%1:06:02::|palace%1:06:00::,
1900,pale,adjective；verb,adjective. 苍白的；浅色的；微弱的；verb. 变苍白；显得逊色,AI初稿完成,通过,pale%5:00:00:light:05|pale%5:00:00:weak:00|pale%5:00:00:colorless:03|pale%5:00:00:colorless:02,动词义依据基础英语常用义补充。
1901,pan,noun；verb,noun. 平底锅；烤盘；verb. 严厉批评；摇摄,AI初稿完成,通过,pan%1:06:01::|pan%1:06:00::|pan%2:38:00::|pan%2:35:00::,
1902,pancake,noun,noun. 薄煎饼；烙饼,AI初稿完成,通过,pancake%1:13:00::,
1903,panda,noun,noun. 大熊猫；小熊猫,AI初稿完成,通过,panda%1:05:01::|panda%1:05:02::,
1904,panel,noun；verb,noun. 面板；专门小组；嵌板；verb. 镶嵌；组成评审组,AI初稿完成,通过,panel%1:06:00::|panel%1:14:01::|panel%1:14:02::|panel%1:14:00::,动词义依据基础英语常用义补充。
1905,panic,noun；verb,noun. 恐慌；惊慌；verb. 使恐慌；惊慌,AI初稿完成,通过,panic%1:12:00::|panic%1:26:01::|panic%2:37:00::|panic%2:37:01::,
1906,paper,noun；verb,noun. 纸；报纸；论文；试卷；verb. 用纸覆盖,AI初稿完成,通过,paper%1:27:00::|paper%1:10:01::|paper%1:10:03::|paper%1:10:00::,动词义依据基础英语常用义补充。
1907,paragraph,noun；verb,noun. 段落；短文；verb. 分段；写短文,AI初稿完成,通过,paragraph%1:10:00::|paragraph%2:41:00::|paragraph%2:36:01::|paragraph%2:36:00::,
1908,parcel,noun；verb,noun. 包裹；一块地；一批；verb. 打包；分成若干部分,AI初稿完成,通过,parcel%1:06:00::|parcel%1:04:00::|parcel%1:15:00::|parcel%1:14:00::,动词义依据基础英语常用义补充。
1909,pardon,noun；verb,noun. 原谅；赦免；verb. 原谅；赦免,AI初稿完成,通过,pardon%1:04:00::|pardon%1:10:00::|pardon%1:04:01::|pardon%2:32:01::,
