token,earliest_level,document_levels,source_ids,source_entry_count,source_entries
homely,cet4,cet4,cet-english-2016-revised-word-list,1,home homeless homely
hometown,junior,junior,moe-hs-english-2017-2025-appendix-2,1,hometown
homework,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,homework
homo,cet4,cet4,cet-english-2016-revised-word-list,1,homosexual/homo
homogeneous,cet6,cet6,cet-english-2016-revised-word-list,1,★ homogeneous
homosexual,cet4,cet4,cet-english-2016-revised-word-list,1,homosexual/homo
honest,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,honest || honest honesty
honesty,cet4,cet4,cet-english-2016-revised-word-list,1,honest honesty
honey,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,honey
honeymoon,cet4,cet4,cet-english-2016-revised-word-list,1,honeymoon
hono,cet4,cet4,cet-english-2016-revised-word-list,1,hono(u)r hono(u)rable hono(u)rary
honor,junior,junior,moe-hs-english-2017-2025-appendix-2,1,honour (honor)
honour,junior,junior,moe-hs-english-2017-2025-appendix-2,1,honour (honor)
hook,cet4,cet4,cet-english-2016-revised-word-list,1,hook
hop,cet6,cet6,cet-english-2016-revised-word-list,1,★ hop
hope,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hope || hope hopeful hopeless
hopeful,cet4,cet4,cet-english-2016-revised-word-list,1,hope hopeful hopeless
hopeless,cet4,cet4,cet-english-2016-revised-word-list,1,hope hopeful hopeless
horizon,cet4,cet4,cet-english-2016-revised-word-list,1,horizon horizontal
horizontal,cet4,cet4,cet-english-2016-revised-word-list,1,horizon horizontal
horn,cet4,cet4,cet-english-2016-revised-word-list,1,horn
horrible,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,horrible* || horror horrible horrify
horrify,cet4,cet4,cet-english-2016-revised-word-list,1,horror horrible horrify
horror,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,horror horrible horrify || horror*
horse,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,horse
horsepower,cet4,cet4,cet-english-2016-revised-word-list,1,horsepower
hose,cet6,cet6,cet-english-2016-revised-word-list,1,★ hose
hospitable,cet4,cet4,cet-english-2016-revised-word-list,1,hospitable hospitality
hospital,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hospital || hospital hospitalize
hospitality,cet4,cet4,cet-english-2016-revised-word-list,1,hospitable hospitality
hospitalize,cet4,cet4,cet-english-2016-revised-word-list,1,hospital hospitalize
host,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,host/hostess || host１ hostess || host２
hostage,cet6,cet6,cet-english-2016-revised-word-list,1,★ hostage
hostess,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,host/hostess || host１ hostess
hostile,cet4,cet4,cet-english-2016-revised-word-list,1,hostile hostility
hostility,cet4,cet4,cet-english-2016-revised-word-list,1,hostile hostility
hot,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,hot
hotdog,cet4,cet4,cet-english-2016-revised-word-list,1,hotdog
hotel,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,hotel
hound,cet6,cet6,cet-english-2016-revised-word-list,1,★ hound
hour,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hour || hour hourly
hourly,cet4,cet4,cet-english-2016-revised-word-list,1,hour hourly
house,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,house || house housing
household,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,household || household**
housewife,cet4,cet4,cet-english-2016-revised-word-list,1,housewife
housework,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,housework
housing,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,house housing || housing**
hover,cet6,cet6,cet-english-2016-revised-word-list,1,★ hover
how,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,how
however,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,however
howl,cet6,cet6,cet-english-2016-revised-word-list,1,★ howl
huddle,cet6,cet6,cet-english-2016-revised-word-list,1,★ huddle
hug,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,hug
huge,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,huge
hum,cet6,cet6,cet-english-2016-revised-word-list,1,★ hum
human,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,human || human humanity
humane,cet6,cet6,cet-english-2016-revised-word-list,1,★ humane humanism humanist humanitarian
humanism,cet6,cet6,cet-english-2016-revised-word-list,1,★ humane humanism humanist humanitarian
humanist,cet6,cet6,cet-english-2016-revised-word-list,1,★ humane humanism humanist humanitarian
humanitarian,cet6,cet6,cet-english-2016-revised-word-list,1,★ humane humanism humanist humanitarian
humanity,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,human humanity || humanity**
humble,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,humble humbly || humble**
humbly,cet4,cet4,cet-english-2016-revised-word-list,1,humble humbly
humid,cet6,cet6,cet-english-2016-revised-word-list,1,★ humid humidity
humidity,cet6,cet6,cet-english-2016-revised-word-list,1,★ humid humidity
humiliate,cet6,cet6,cet-english-2016-revised-word-list,1,★ humiliate humiliation
humiliation,cet6,cet6,cet-english-2016-revised-word-list,1,★ humiliate humiliation
humo,cet4,cet4,cet-english-2016-revised-word-list,1,humo(u)r humo(u)rous
humor,junior,junior,moe-hs-english-2017-2025-appendix-2,1,humour (humor)
humour,junior,junior,moe-hs-english-2017-2025-appendix-2,1,humour (humor)
humourous,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,humourous*
hundred,cet4,cet4,cet-english-2016-revised-word-list,1,hundred
hunger,cet4,cet4,cet-english-2016-revised-word-list,1,hunger hungry
hungry,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hunger hungry || hungry
hunt,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hunt || hunt hunting hunter
hunter,cet4,cet4,cet-english-2016-revised-word-list,1,hunt hunting hunter
hunting,cet4,cet4,cet-english-2016-revised-word-list,1,hunt hunting hunter
hurdle,cet6,cet6,cet-english-2016-revised-word-list,1,★ hurdle
hurl,cet6,cet6,cet-english-2016-revised-word-list,1,★ hurl
hurricane,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hurricane* || ★ hurricane
hurriedly,cet4,cet4,cet-english-2016-revised-word-list,1,hurry hurriedly
hurry,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hurry || hurry hurriedly
hurt,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hurt || hurt hurtful
hurtful,cet4,cet4,cet-english-2016-revised-word-list,1,hurt hurtful
husband,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,husband
hut,cet4,cet4,cet-english-2016-revised-word-list,1,hut
hybrid,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hybrid** || ★ hybrid
hydrogen,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,hydrogen || hydrogen**
hygiene,cet6,cet6,cet-english-2016-revised-word-list,1,★ hygiene hygienic
hygienic,cet6,cet6,cet-english-2016-revised-word-list,1,★ hygiene hygienic
hyphen,cet4,cet4,cet-english-2016-revised-word-list,1,hyphen
hypocrisy,cet6,cet6,cet-english-2016-revised-word-list,1,★ hypocrisy hypocritical hypocrite
hypocrite,cet6,cet6,cet-english-2016-revised-word-list,1,★ hypocrisy hypocritical hypocrite
hypocritical,cet6,cet6,cet-english-2016-revised-word-list,1,★ hypocrisy hypocritical hypocrite
hypothesis,cet6,cet6,cet-english-2016-revised-word-list,1,★ hypothesis hypothetical
hypothetical,cet6,cet6,cet-english-2016-revised-word-list,1,★ hypothesis hypothetical
hysteria,cet6,cet6,cet-english-2016-revised-word-list,1,★ hysterical hysteria
hysterical,cet6,cet6,cet-english-2016-revised-word-list,1,★ hysterical hysteria
i,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,I || alumin(i)um
ice,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,ice || ice cream || ice icy
iceberg,cet6,cet6,cet-english-2016-revised-word-list,1,★ iceberg
icecream,cet4,cet4,cet-english-2016-revised-word-list,1,iceＧcream
icon,cet6,cet6,cet-english-2016-revised-word-list,1,★ icon
icy,cet4,cet4,cet-english-2016-revised-word-list,1,ice icy
idea,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,idea
ideal,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ideal idealistic idealism || ideal**
idealism,cet4,cet4,cet-english-2016-revised-word-list,1,ideal idealistic idealism
idealistic,cet4,cet4,cet-english-2016-revised-word-list,1,ideal idealistic idealism
identical,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,identical** || identity identical
identification,cet4,cet4,cet-english-2016-revised-word-list,1,identify identification
identify,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,identify identification || identify**
identity,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,identity identical || identity*
ideological,cet6,cet6,cet-english-2016-revised-word-list,1,★ ideology ideological
ideology,cet6,cet6,cet-english-2016-revised-word-list,1,★ ideology ideological
idiom,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,idiom idiomatic || idiom**
idiomatic,cet4,cet4,cet-english-2016-revised-word-list,1,idiom idiomatic
idiot,cet6,cet6,cet-english-2016-revised-word-list,1,★ idiot idiotic
idiotic,cet6,cet6,cet-english-2016-revised-word-list,1,★ idiot idiotic
idle,cet4,cet4,cet-english-2016-revised-word-list,1,idle idly
idly,cet4,cet4,cet-english-2016-revised-word-list,1,idle idly
idol,cet6,cet6,cet-english-2016-revised-word-list,1,★ idol
if,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,if
ignite,cet6,cet6,cet-english-2016-revised-word-list,1,★ ignite ignition
ignition,cet6,cet6,cet-english-2016-revised-word-list,1,★ ignite ignition
ignorance,cet4,cet4,cet-english-2016-revised-word-list,1,ignorant ignorance
ignorant,cet4,cet4,cet-english-2016-revised-word-list,1,ignorant ignorance
ignore,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ignore || ignore*
ill,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ill || ill illness
illegal,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,illegal || illegal**
illicit,cet6,cet6,cet-english-2016-revised-word-list,1,★ illicit
illiteracy,cet6,cet6,cet-english-2016-revised-word-list,1,★ illiterate illiteracy
illiterate,cet6,cet6,cet-english-2016-revised-word-list,1,★ illiterate illiteracy
illness,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ill illness || illness
illuminate,cet6,cet6,cet-english-2016-revised-word-list,1,★ illuminate illumination
illumination,cet6,cet6,cet-english-2016-revised-word-list,1,★ illuminate illumination
illusion,cet4,cet4,cet-english-2016-revised-word-list,1,illusion illusory
illusory,cet4,cet4,cet-english-2016-revised-word-list,1,illusion illusory
illustrate,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,illustrate illustration illustrative || illustrate*
illustration,cet4,cet4,cet-english-2016-revised-word-list,1,illustrate illustration illustrative
illustrative,cet4,cet4,cet-english-2016-revised-word-list,1,illustrate illustration illustrative
image,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,image imaging || image*
imaginary,cet4,cet4,cet-english-2016-revised-word-list,1,imagine imagination imaginative imaginary
imagination,cet4,cet4,cet-english-2016-revised-word-list,1,imagine imagination imaginative imaginary
imaginative,cet4,cet4,cet-english-2016-revised-word-list,1,imagine imagination imaginative imaginary
imagine,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,imagine || imagine imagination imaginative imaginary
imaging,cet4,cet4,cet-english-2016-revised-word-list,1,image imaging
imitate,cet4,cet4,cet-english-2016-revised-word-list,1,imitate imitation imitative
imitation,cet4,cet4,cet-english-2016-revised-word-list,1,imitate imitation imitative
imitative,cet4,cet4,cet-english-2016-revised-word-list,1,imitate imitation imitative
immediate,cet4,cet4,cet-english-2016-revised-word-list,1,immediate immediately
immediately,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,immediate immediately || immediately*
immense,cet4,cet4,cet-english-2016-revised-word-list,1,immense immensely immensity
immensely,cet4,cet4,cet-english-2016-revised-word-list,1,immense immensely immensity
immensity,cet4,cet4,cet-english-2016-revised-word-list,1,immense immensely immensity
immerse,cet6,cet6,cet-english-2016-revised-word-list,1,★ immerse immersion
immersion,cet6,cet6,cet-english-2016-revised-word-list,1,★ immerse immersion
immigrant,cet4,cet4,cet-english-2016-revised-word-list,1,immigrate immigration immigrant
immigrate,cet4,cet4,cet-english-2016-revised-word-list,1,immigrate immigration immigrant
immigration,cet4,cet4,cet-english-2016-revised-word-list,1,immigrate immigration immigrant
imminent,cet6,cet6,cet-english-2016-revised-word-list,1,★ imminent
immune,cet4,cet4,cet-english-2016-revised-word-list,1,immune immunity immunize/Ｇise
immunity,cet4,cet4,cet-english-2016-revised-word-list,1,immune immunity immunize/Ｇise
immunize,cet4,cet4,cet-english-2016-revised-word-list,1,immune immunity immunize/Ｇise
impact,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,impact || impact*
impair,cet6,cet6,cet-english-2016-revised-word-list,1,★ impair
impart,cet6,cet6,cet-english-2016-revised-word-list,1,★ impart
impatience,cet4,cet4,cet-english-2016-revised-word-list,1,impatient impatience
impatient,cet4,cet4,cet-english-2016-revised-word-list,1,impatient impatience
imperative,cet6,cet6,cet-english-2016-revised-word-list,1,★ imperative
imperial,cet4,cet4,cet-english-2016-revised-word-list,1,imperial imperialism imperialist
imperialism,cet4,cet4,cet-english-2016-revised-word-list,1,imperial imperialism imperialist
imperialist,cet4,cet4,cet-english-2016-revised-word-list,1,imperial imperialism imperialist
impetus,cet6,cet6,cet-english-2016-revised-word-list,1,★ impetus
implement,cet4,cet4,cet-english-2016-revised-word-list,2,implement１ implementation || implement２
implementation,cet4,cet4,cet-english-2016-revised-word-list,1,implement１ implementation
implication,cet4,cet4,cet-english-2016-revised-word-list,1,imply implication
implicit,cet4,cet4,cet-english-2016-revised-word-list,1,implicit
imply,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,imply implication || imply**
import,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,import importation || import*
importance,cet4,cet4,cet-english-2016-revised-word-list,1,important importance
important,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,important || important importance
