word,relevance_score,relevance_recommendation,bnc_rank,contemporary_rank,oewn_pos,oewn_lexicographer_classes,theme_candidates,theme_assignment_status,independent_inclusion_reason,final_status
parallel,8,frequency_supported_extension,3869,5840,a|n|v,adj.all|noun.attribute|noun.location|noun.shape|verb.change|verb.stative,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3869；当代语料 5840；评分 8/9）,priority_candidate_needs_semantic_review
parrot,7,frequency_supported_extension,8676,9988,n|v,noun.animal|noun.person|verb.communication,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 8676；当代语料 9988；评分 7/9）,priority_candidate_needs_semantic_review
partly,9,frequency_supported_extension,1638,2824,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1638；当代语料 2824；评分 9/9）,priority_candidate_needs_semantic_review
pause,9,frequency_supported_extension,2566,2777,n|v,noun.act|noun.time|verb.communication|verb.stative,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2566；当代语料 2777；评分 9/9）,priority_candidate_needs_semantic_review
pea,7,frequency_supported_extension,6504,5226,n,noun.food|noun.plant,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6504；当代语料 5226；评分 7/9）,priority_candidate_needs_semantic_review
peaceful,9,frequency_supported_extension,3937,3655,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3937；当代语料 3655；评分 9/9）,priority_candidate_needs_semantic_review
peach,7,frequency_supported_extension,6592,5531,n|v,noun.attribute|noun.food|noun.person|noun.plant|verb.communication,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6592；当代语料 5531；评分 7/9）,priority_candidate_needs_semantic_review
peasant,9,frequency_supported_extension,2564,4680,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2564；当代语料 4680；评分 9/9）,priority_candidate_needs_semantic_review
pedestrian,7,frequency_supported_extension,5992,7573,a|n,adj.all|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5992；当代语料 7573；评分 7/9）,priority_candidate_needs_semantic_review
penny,4,secondary_relevance_review,4306,,n,noun.possession|noun.quantity,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 4306；当代语料 无有效排名；评分 4/9）,pending_theme_review
pension,9,frequency_supported_extension,1490,3785,n|v,noun.possession|verb.possession,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1490；当代语料 3785；评分 9/9）,priority_candidate_needs_semantic_review
perform,9,frequency_supported_extension,1138,953,v,verb.creation|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1138；当代语料 953；评分 9/9）,priority_candidate_needs_semantic_review
performer,8,frequency_supported_extension,5369,3962,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5369；当代语料 3962；评分 8/9）,priority_candidate_needs_semantic_review
perfume,7,frequency_supported_extension,7033,6592,n|v,noun.artifact|noun.cognition|verb.body|verb.perception,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7033；当代语料 6592；评分 7/9）,priority_candidate_needs_semantic_review
permission,9,frequency_supported_extension,2468,3233,n,noun.act|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2468；当代语料 3233；评分 9/9）,priority_candidate_needs_semantic_review
personally,9,frequency_supported_extension,2866,2633,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2866；当代语料 2633；评分 9/9）,priority_candidate_needs_semantic_review
personnel,9,frequency_supported_extension,2556,2425,n,noun.group,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2556；当代语料 2425；评分 9/9）,priority_candidate_needs_semantic_review
pest,7,frequency_supported_extension,6622,6842,n,noun.animal|noun.person|noun.state,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6622；当代语料 6842；评分 7/9）,priority_candidate_needs_semantic_review
physical,9,frequency_supported_extension,1047,802,a,adj.all|adj.pert,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1047；当代语料 802；评分 9/9）,priority_candidate_needs_semantic_review
physicist,7,frequency_supported_extension,8224,5568,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8224；当代语料 5568；评分 7/9）,priority_candidate_needs_semantic_review
pianist,6,secondary_relevance_review,10127,8252,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 10127；当代语料 8252；评分 6/9）,pending_theme_review
pile,9,frequency_supported_extension,3229,3003,n|v,noun.artifact|noun.body|noun.group|noun.possession|noun.quantity|verb.contact|verb.motion,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3229；当代语料 3003；评分 9/9）,priority_candidate_needs_semantic_review
pillow,8,frequency_supported_extension,5447,4017,n|v,noun.artifact|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5447；当代语料 4017；评分 8/9）,priority_candidate_needs_semantic_review
pin,9,frequency_supported_extension,4542,4347,n|v,noun.artifact|noun.body|noun.communication|noun.event|verb.competition|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4542；当代语料 4347；评分 9/9）,priority_candidate_needs_semantic_review
pine,8,frequency_supported_extension,5081,3158,n|v,noun.plant|verb.emotion,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5081；当代语料 3158；评分 8/9）,priority_candidate_needs_semantic_review
pineapple,6,secondary_relevance_review,12015,9086,n,noun.food|noun.plant,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 12015；当代语料 9086；评分 6/9）,pending_theme_review
pint,4,secondary_relevance_review,3977,,n,noun.quantity,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 3977；当代语料 无有效排名；评分 4/9）,pending_theme_review
playmate,4,secondary_relevance_review,21857,14534,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 21857；当代语料 14534；评分 4/9）,pending_theme_review
playroom,3,hold_without_more_evidence,23028,20588,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 23028；当代语料 20588；评分 3/9）,hold
poisonous,6,secondary_relevance_review,9555,10074,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 9555；当代语料 10074；评分 6/9）,pending_theme_review
popcorn,5,secondary_relevance_review,25500,8839,n,noun.food|noun.plant,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 25500；当代语料 8839；评分 5/9）,pending_theme_review
porridge,5,secondary_relevance_review,11936,18724,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 11936；当代语料 18724；评分 5/9）,pending_theme_review
portable,7,frequency_supported_extension,6014,5441,a|n,adj.all|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6014；当代语料 5441；评分 7/9）,priority_candidate_needs_semantic_review
porter,6,secondary_relevance_review,6464,11418,n|v,noun.food|noun.person|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 6464；当代语料 11418；评分 6/9）,pending_theme_review
possess,9,frequency_supported_extension,2129,2842,v,verb.possession|verb.stative,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2129；当代语料 2842；评分 9/9）,priority_candidate_needs_semantic_review
possibility,9,frequency_supported_extension,1030,1195,n,noun.cognition|noun.state,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 1030；当代语料 1195；评分 9/9）,priority_candidate_needs_semantic_review
possibly,9,frequency_supported_extension,1312,1696,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1312；当代语料 1696；评分 9/9）,priority_candidate_needs_semantic_review
postage,6,secondary_relevance_review,9763,13293,n,noun.communication|noun.possession,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 9763；当代语料 13293；评分 6/9）,pending_theme_review
postbox,0,hold_without_more_evidence,40238,,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 40238；当代语料 无有效排名；评分 0/9）,hold
postcode,1,hold_without_more_evidence,22564,,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 22564；当代语料 无有效排名；评分 1/9）,hold
powder,9,frequency_supported_extension,4272,3260,n|v,noun.artifact|noun.substance|verb.body|verb.change,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4272；当代语料 3260；评分 9/9）,priority_candidate_needs_semantic_review
powerful,9,frequency_supported_extension,1326,1159,a|r,adj.all|adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1326；当代语料 1159；评分 9/9）,priority_candidate_needs_semantic_review
prairie,5,secondary_relevance_review,20980,6846,n,noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 20980；当代语料 6846；评分 5/9）,pending_theme_review
prayer,9,frequency_supported_extension,2644,2098,n,noun.act|noun.communication|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2644；当代语料 2098；评分 9/9）,priority_candidate_needs_semantic_review
precise,9,frequency_supported_extension,2761,3826,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2761；当代语料 3826；评分 9/9）,priority_candidate_needs_semantic_review
pregnant,9,frequency_supported_extension,3276,2629,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3276；当代语料 2629；评分 9/9）,priority_candidate_needs_semantic_review
preparation,9,frequency_supported_extension,2091,2513,n,noun.act|noun.cognition|noun.communication|noun.state|noun.substance,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2091；当代语料 2513；评分 9/9）,priority_candidate_needs_semantic_review
prescription,8,frequency_supported_extension,5595,3311,a|n,adj.all|noun.artifact|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5595；当代语料 3311；评分 8/9）,priority_candidate_needs_semantic_review
preview,6,secondary_relevance_review,11861,7529,n|v,noun.communication|verb.perception,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 11861；当代语料 7529；评分 6/9）,pending_theme_review
printer,8,frequency_supported_extension,3066,5875,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3066；当代语料 5875；评分 8/9）,priority_candidate_needs_semantic_review
printing,8,frequency_supported_extension,4804,7217,n,noun.act|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4804；当代语料 7217；评分 8/9）,priority_candidate_needs_semantic_review
prisoner,9,frequency_supported_extension,1932,2419,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1932；当代语料 2419；评分 9/9）,priority_candidate_needs_semantic_review
privilege,9,frequency_supported_extension,3017,3612,n|v,noun.attribute|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3017；当代语料 3612；评分 9/9）,priority_candidate_needs_semantic_review
