sequence,record_id,word,variants,dataset_layer,curriculum_level,parts_of_speech,definitions_zh,selected_source_sense_ids,oewn_match_status,definition_method,qa_status,qa_notes
2216,release-word-2216,report,,curriculum,compulsory_education,noun; verb,noun：报告；报道；传闻；成绩单 | verb：报告；报道；举报,report%1:10:03:: | report%1:10:01:: | report%1:10:00:: | report%1:11:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2217,release-word-2217,represent,,curriculum,high_school_compulsory,verb,verb：代表；象征；描述；扮演,represent%2:42:02:: | represent%2:32:02:: | represent%2:41:02:: | represent%2:41:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2218,release-word-2218,representative,,curriculum,high_school_selective_compulsory,noun; adjective,noun：代表；代理人 | adjective：典型的；代表性的,representative%5:00:00:typical:00 | representative%3:00:00:: | representative%5:00:00:democratic:00 | representative%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2219,release-word-2219,republic,,curriculum,high_school_compulsory,noun,noun：共和国；共和政体,republic%1:14:00:: | republic%1:14:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2220,release-word-2220,reputation,,curriculum,high_school_selective_compulsory,noun,noun：名声；声誉；名望,reputation%1:26:00:: | reputation%1:26:01:: | reputation%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2221,release-word-2221,request,,curriculum,high_school_compulsory,noun; verb,noun：请求；要求 | verb：请求；要求,request%1:10:01:: | request%1:10:00:: | request%2:32:01:: | request%2:32:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2222,release-word-2222,require,,curriculum,compulsory_education,verb,verb：需要；要求；规定；命令,require%2:42:00:: | require%2:32:01:: | require%2:32:00:: | require%2:34:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2223,release-word-2223,rescue,,curriculum,high_school_selective_compulsory,noun; verb,noun：营救；救援 | verb：营救；挽救,rescue%1:04:00:: | rescue%2:41:00:: | rescue%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2224,release-word-2224,research,,curriculum,compulsory_education,noun; verb,noun：研究；调查 | verb：研究；调查,research%1:04:00:: | research%1:09:00:: | research%2:32:00:: | research%2:31:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2225,release-word-2225,reserve,,curriculum,high_school_selective_compulsory,verb; noun,verb：预订；保留；储备 | noun：储备；保护区；替补队员,reserve%1:07:01:: | reserve%1:21:00:: | reserve%1:18:00:: | reserve%1:23:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2226,release-word-2226,resident,,curriculum,high_school_selective_compulsory,noun; adjective,noun：居民；住院医生 | adjective：居住的；常驻的,resident%3:00:00:: | resident%3:00:04:: | resident%1:18:00:: | resident%1:18:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2227,release-word-2227,resign,,curriculum,high_school_selective_compulsory,verb,verb：辞职；放弃；使顺从；重新签署,resign%2:41:00:: | resign%2:41:05:: | resign%2:40:04:: | resign%2:31:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2228,release-word-2228,resistance,,curriculum,high_school_selective_compulsory,noun,noun：抵抗；阻力；电阻；抵抗运动,resistance%1:04:02:: | resistance%1:19:00:: | resistance%1:19:01:: | resistance%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2229,release-word-2229,resolution,,curriculum,high_school_selective_compulsory,noun,noun：决议；决心；解决；分辨率,resolution%1:10:01:: | resolution%1:19:00:: | resolution%1:07:00:: | resolution%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2230,release-word-2230,resolve,,curriculum,high_school_selective_compulsory,verb; noun,verb：解决；决定；分解 | noun：决心；坚定,resolve%1:07:00:: | resolve%1:10:00:: | resolve%2:31:01:: | resolve%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2231,release-word-2231,resource,,curriculum,high_school_compulsory,noun,noun：资源；财力；应对办法,resource%1:21:00:: | resource%1:07:00:: | resource%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2232,release-word-2232,respect,,curriculum,high_school_compulsory,noun; verb,noun：尊重；方面；敬意 | verb：尊重；遵守,respect%1:09:00:: | respect%1:26:00:: | respect%1:09:01:: | respect%1:04:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2233,release-word-2233,respective,,curriculum,high_school_selective_compulsory,adjective,adjective：各自的；分别的,respective%5:00:00:individual:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2234,release-word-2234,respond,,curriculum,high_school_compulsory,verb,verb：回应；回答；作出反应,respond%2:31:00:: | respond%2:32:00:: | respond%2:31:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2235,release-word-2235,response,,curriculum,high_school_compulsory,noun,noun：回答；反应；响应,response%1:19:00:: | response%1:04:01:: | response%1:10:01:: | response%1:10:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2236,release-word-2236,responsibility,,curriculum,high_school_selective_compulsory,noun,noun：责任；职责；责任感,responsibility%1:04:00:: | responsibility%1:26:00:: | responsibility%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2237,release-word-2237,responsible,,curriculum,high_school_compulsory,adjective,adjective：负责的；有责任的；可靠的,responsible%3:00:00:: | responsible%5:00:00:causative:00 | responsible%5:00:00:trustworthy:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2238,release-word-2238,rest,,curriculum,compulsory_education,noun; verb,noun：休息；剩余部分；支撑物 | verb：休息；依靠；保持,rest%1:24:00:: | rest%1:04:00:: | rest%1:28:00:: | rest%1:26:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2239,release-word-2239,restaurant,,curriculum,compulsory_education,noun,noun：餐馆；饭店,restaurant%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2240,release-word-2240,restore,,curriculum,high_school_selective_compulsory,verb,verb：恢复；修复；归还；使复原,restore%2:41:01:: | restore%2:30:00:: | restore%2:40:00:: | restore%2:30:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2241,release-word-2241,restrict,,curriculum,high_school_selective_compulsory,verb,verb：限制；约束；限定,restrict%2:30:02:: | restrict%2:41:00:: | restrict%2:30:00:: | restrict%2:41:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2242,release-word-2242,result,,curriculum,compulsory_education,noun; verb,noun：结果；成果；比分 | verb：导致；产生结果,result%1:19:00:: | result%1:10:00:: | result%1:11:00:: | result%1:10:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2243,release-word-2243,retire,,curriculum,high_school_compulsory,verb,verb：退休；退出；撤退；就寝,retire%2:41:01:: | retire%2:41:02:: | retire%2:38:00:: | retire%2:41:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2244,release-word-2244,return,,curriculum,compulsory_education,verb; noun,verb：返回；归还；回答 | noun：返回；回报；归还,return%1:10:01:: | return%1:04:01:: | return%1:11:02:: | return%1:04:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2245,release-word-2245,reveal,,curriculum,high_school_compulsory,verb,verb：揭示；透露；展示,reveal%2:39:00:: | reveal%2:32:00:: | reveal%2:39:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2246,release-word-2246,review,,curriculum,compulsory_education,noun; verb,noun：复习；审查；评论 | verb：复习；审查；评论,review%1:09:00:: | review%1:10:01:: | review%1:04:00:: | review%1:21:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2247,release-word-2247,revise,,curriculum,high_school_compulsory,verb; noun,verb：复习；修改；修订 | noun：修订,revise%1:10:00:: | revise%2:32:00:: | revise%2:41:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2248,release-word-2248,reward,,curriculum,high_school_selective_compulsory,noun; verb,noun：奖励；报酬；回报 | verb：奖励；报答,reward%1:11:00:: | reward%1:21:00:: | reward%1:04:01:: | reward%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2249,release-word-2249,rhyme,,curriculum,high_school_selective_compulsory,noun; verb,noun：押韵；韵文 | verb：押韵；使押韵,rhyme%1:10:00:: | rhyme%1:10:01:: | rhyme%2:36:00:: | rhyme%2:42:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2250,release-word-2250,rice,,curriculum,compulsory_education,noun; verb,noun：稻米；米饭；水稻 | verb：把……压成米粒状,rice%1:13:00:: | rice%1:20:00:: | rice%2:35:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2251,release-word-2251,rich,,curriculum,compulsory_education,adjective,adjective：富有的；丰富的；肥沃的；浓郁的,rich%3:00:00:: | rich%3:00:02:: | rich%3:00:04:: | rich%3:00:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2252,release-word-2252,riddle,,curriculum,high_school_selective_compulsory,noun; verb,noun：谜语；难题 | verb：布满；解谜,riddle%1:10:00:: | riddle%1:06:00:: | riddle%2:35:00:: | riddle%2:31:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2253,release-word-2253,ride,,curriculum,compulsory_education,verb; noun,verb：骑；乘坐；驾驶 | noun：乘坐；旅程；游乐设施,ride%1:04:00:: | ride%1:06:00:: | ride%2:38:01:: | ride%2:38:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2254,release-word-2254,right,,curriculum,compulsory_education,adjective; noun; adverb,adjective：正确的；右边的；合适的 | noun：权利；右边 | adverb：正好；向右,right%3:00:00:: | right%3:00:02:: | right%5:00:01:proper:00 | right%3:00:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和副词义依据基础英语常用义补充。
2255,release-word-2255,rigid,,curriculum,high_school_selective_compulsory,adjective,adjective：僵硬的；严格的；固执的；不可变的,rigid%5:00:00:inflexible:01 | rigid%5:00:00:intolerant:00 | rigid%5:00:00:unadaptable:00 | rigid%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2256,release-word-2256,ring,,curriculum,compulsory_education,noun; verb,noun：戒指；环；铃声；圆形场地 | verb：响铃；打电话；包围,ring%1:07:00:: | ring%1:25:00:: | ring%1:06:02:: | ring%1:17:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2257,release-word-2257,ripe,,curriculum,high_school_selective_compulsory,adjective,adjective：成熟的；时机成熟的；适宜的,ripe%3:00:00:: | ripe%5:00:00:ready:00 | ripe%5:00:00:opportune:00 | ripe%5:00:00:mature:02,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2258,release-word-2258,rise,,curriculum,compulsory_education,verb; noun,verb：上升；起立；增加 | noun：上升；增加；起源,rise%1:11:00:: | rise%1:04:00:: | rise%1:17:00:: | rise%1:11:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2259,release-word-2259,risk,,curriculum,compulsory_education,noun; verb,noun：风险；危险；可能造成损失的人或事 | verb：冒险；使处于危险,risk%1:26:00:: | risk%1:04:00:: | risk%1:07:02:: | risk%1:07:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2260,release-word-2260,river,,curriculum,compulsory_education,noun,noun：河；河流,river%1:17:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2261,release-word-2261,road,,curriculum,compulsory_education,noun,noun：道路；路线；途径,road%1:06:00:: | road%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2262,release-word-2262,roast,,curriculum,high_school_selective_compulsory,verb; noun; adjective,verb：烤；烘；严厉批评 | noun：烤肉；烘烤 | adjective：烤制的,roast%5:00:00:cooked:00 | roast%1:13:00:: | roast%1:09:00:: | roast%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2263,release-word-2263,robot,,curriculum,compulsory_education,noun,noun：机器人；自动装置,robot%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2264,release-word-2264,rock,,curriculum,compulsory_education,noun; verb,noun：岩石；摇滚乐；宝石 | verb：摇动；使震惊,rock%1:17:01:: | rock%1:27:00:: | rock%1:18:00:: | rock%1:13:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词和摇滚乐义依据基础英语常用义补充。
2265,release-word-2265,rocket,,curriculum,high_school_selective_compulsory,noun; verb,noun：火箭；火箭弹；芝麻菜 | verb：迅速上升；发射,rocket%1:06:01:: | rocket%1:06:00:: | rocket%1:20:00:: | rocket%1:10:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
